doc_section;SKU
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual-Camere-ip-safer.pdf"" target=""_blank"">
  Manual de utilizare camere IP Safer (RO)
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/GuardStation_Win64-B1130.3.6.0.L08_IN_.zip"" target=""_blank"">
  Guard Station - App pentru Windows x64
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/GuardStation_Win32-B1130.3.2.0_IN_.zip"" target=""_blank"">
  Guard Station - App pentru Windows x32
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/GuardStation_Mac-B1113.3.2.1_IN_.zip"" target=""_blank"">
  Guard Station app –  Mac OS
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/GuardTool_1103-B0011P05_IN_.zip"" target=""_blank"">
  Guard Tool Utility Software
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Guard_Player-B1111.1.1.0_IN_.zip"" target=""_blank"">
  Guard Player
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_SAFER_IP.pdf"" target=""_blank"">
  Declaratie de conformitate SAFER IP
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_camera_Safer_SAF-IPCBP4MP20-4.pdf"" target=""_blank"">
  Fisa tehnica camera Safer SAF-IPCBP4MP20-4
</a></div></div></div>";SAF-IPCBP4MP20-4
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.mm.android.smartlifeiot&hl=ro&gl=US"" target=""_blank"">
   Descarca aplicatia pentru mobil  Imou Life - Android
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/imou-life-formerly-imou/id1071165451"" target=""_blank"">
  Descarca aplicatia pentru mobil  Imou Life - iOS
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_IPC-GS2DP-3K0W.pdf"" target=""_blank"">
  Fisa tehnica IPC-GS2DP-3K0W
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_IPC-GS2DP.pdf"" target=""_blank"">
  Manual de utilizare IPC-GS2DP
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_IPC-GS2DP.pdf"" target=""_blank"">
  Certificat de conformitate IPC-GS2DP
</a></div></div></div>";IPC-GS2DP-3K0W
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_pentru_camera_IP_pentru_NVR_hikvision_DS-2CD1123G2-I_2.8mm_.pdf"" target=""_blank"">
  Fisa tehnica DS-2CD1123G2-I(2.8mm)
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Ghid_Rapid_Certificat_de_conformitate_Camera_de_supraveghere_IP_pentru_interior_Hikvision_DS-2CD1123G2-I_2.8mm_2MP_Full_HD_IR_30m_cu_EXIR_Detectie_miscare_cu_AIDS.pdf"" target=""_blank"">
  Ghid Rapid + Certificat de conformitate DS-2CD1123G2-I(2.8mm)
</a></div></div></div>";DS-2CD1123G2-I(2.8mm)
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_TAM01GT01GT-75_en.pdf"" target=""_blank"">
  Fisa tehnica TAM01GT01GT-75 en
</a></div></div></div>";TAM01GT01GT-75
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/TL-SG105PE_UN_1.0_Datasheet.pdf"" target=""_blank"">
  Fisa tehnica TL-SG105PE
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_Easy_Smart_Configuration_Utility_UG.pdf"" target=""_blank"">
  Ghid de utilizare Easy Smart TL-SG105PE
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_TL-SG105PE.pdf"" target=""_blank"">
  Certificat de conformitate TL-SG105PE
</a></div></div></div>";TL-SG105PE
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_TL-SG1008P_en.pdf"" target=""_blank"">
  Fisa tehnica TL-SG1008P en
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Ghid_de_instalare_TL-SG1008P_en.pdf"" target=""_blank"">
  Ghid de instalare TL-SG1008P en
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_TL-SG1008P.pdf"" target=""_blank"">
  Declaratie de conformitate TL-SG1008P
</a></div></div></div>";TL-SG1008P
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.mm.android.smartlifeiot&hl=ro&gl=US"" target=""_blank"">
   Descarca aplicatia pentru mobil  Imou Life - Android
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/imou-life-formerly-imou/id1071165451"" target=""_blank"">
  Descarca aplicatia pentru mobil  Imou Life - iOS
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_IPC-F46FEP.pdf"" target=""_blank"">
  Fisa tehnica IPC-F46FEP
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_IPC-F46FEP.pdf"" target=""_blank"">
  Certificat de confirmitate IPC-F46FEP
</a></div></div></div>";IPC-F46FEP-D
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_SSD_KINGSTON_A400.pdf"" target=""_blank"">
  Fisa tehnica SSD KINGSTON A400
</a></div></div></div>";SA400S37/960G
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformittae_SAF-IPCDM5MP30-28.pdf"" target=""_blank"">
  Certificat de conformittae SAF-IPCDM5MP30-28
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_SAF-IPCDM5MP30-28.pdf"" target=""_blank"">
  Fisa tehnica SAF-IPCDM5MP30-28
</a></div></div></div>";SAF-IPCDM5MP30-28
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual-Camere-ip-safer.pdf"" target=""_blank"">
  Manual de utilizare camere IP Safer (RO)
</a></div><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.app.phone.mobileez4view&hl=ro&gl=US"" target=""_blank"">
  Descarca aplicatia GUARDVIEWER (ANDROID)
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/guard-viewer/id1026746566"" target=""_blank"">
  Descarca aplicatia GUARDVIEWER (APPLE)
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_SAF-IPCBM5MP50ES-28.pdf"" target=""_blank"">
  Fisa tehnica SAF-IPCBM5MP50ES-28
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_SAF-IPCBM5MP50ES-28.pdf"" target=""_blank"">
  Certificat de confirmitate SAF-IPCBM5MP50ES-28
</a></div></div></div>";SAF-IPCBM5MP50ES-28
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/ZTS%20CE-EMC.jpg"" target=""_blank"">
  Declaratie de condormitate ZTS1215-18F en
</a></div></div></div>";ZTS1215-18F
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_SAF-IPCDM2MP30-28.pdf"" target=""_blank"">
  Fisa tehnica SAF-IPCDM2MP30-28
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_SAF-IPCBM2MP30-28.pdf"" target=""_blank"">
  Certificat de conformitate SAF-IPCBM2MP30-28
</a></div></div></div>";SAF-IPCDM2MP30-28
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual-Camere-ip-safer.pdf"" target=""_blank"">
  Manual de utilizare camere IP Safer (RO)
</a></div><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.app.phone.mobileez4view&hl=ro&gl=US"" target=""_blank"">
  Descarca aplicatia GUARDVIEWER (ANDROID)
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/guard-viewer/id1026746566"" target=""_blank"">
  Descarca aplicatia GUARDVIEWER (APPLE)
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_SAF-IPCBM4MP30-LED28_1__2__1_.pdf"" target=""_blank"">
  Fisa tehnica SAF-IPCBM4MP30-LED28
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_SAF-IPCBM4MP30-LED28.pdf"" target=""_blank"">
  Certificat de confirmitate SAF-IPCBM4MP30-LED28
</a></div></div></div>";SAF-IPCBM4MP30-LED28
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.mm.android.smartlifeiot&hl=ro&gl=US"" target=""_blank"">
   Descarca aplicatia pentru mobil  Imou Life - Android
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/imou-life-formerly-imou/id1071165451"" target=""_blank"">
  Descarca aplicatia pentru mobil  Imou Life - iOS
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_IPC-K42AP.pdf"" target=""_blank"">
  Certificat de conformitate IPC-K42AP
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa-tehnica-pentru-camera-cube-cu-pir-imou-IPC-K42AP.pdf"" target=""_blank"">
  Fisa tehnica IPC-K42AP
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Ghid_de_isntalare_rapida_imou_knight.pdf"" target=""_blank"">
  Manual de pornire rapida Imou Knight in Romana
</a></div></div></div>";IPC-K42AP
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_RB750GR3.pdf"" target=""_blank"">
  Fisa tehnica RB750GR3
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_RB750GR3.pdf"" target=""_blank"">
  Declaratie de conformitate RB750GR3
</a></div></div></div>";RB750GR3
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_TL-SF1016_TL-SF1024_en.pdf"" target=""_blank"">
  Fisa tehnica TL-SF1016 TL-SF1024 en
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_instalare_TL-SF1016_TL-SF1024_en.pdf"" target=""_blank"">
  Manual instalare TL-SF1016 TL-SF1024 en
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/TL-SF1016DS_TL-SF1024D_Datasheet.pdf"" target=""_blank"">
  Certificat de conformitate TPLINK
</a></div></div></div>";TL-SF1024
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_pentru_camera_de_supraveghere_pe_baterii_vicohome_vstarcam_CG6.pdf"" target=""_blank"">
  Fisa tehnica pentru camera de supraveghere pe baterii vicohome vstarcam CG6
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_Camera_IP_Wireless_cu_baterii_Vicohome_CG6_1.pdf"" target=""_blank"">
  Manual de utilizare Camera IP Wireless cu baterii Vicohome CG6
</a></div></div></div>";CG6
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_DH-PFM922I-5EUN-C.pdf"" target=""_blank"">
  Fisa tehnica DH-PFM922I-5EUN-C
</a></div></div></div>";DH-PFM922I-5EUN-C
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_TL-POE170S.pdf"" target=""_blank"">
  Fisa tehnica TL-POE170S
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_TL-POE170S.pdf"" target=""_blank"">
  Declaratie de conformitate TL-POE170S
</a></div></div></div>";TL-POE170S
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_pentru_SSD_Hikvision.pdf"" target=""_blank"">
  Fisa Tehnica pentru SSD Hikvision E100
</a></div><div><a class=""no-underline"" href=""https://a2t.ro/c/m/s/calculator-hdd-stocare-camere-video"" target=""_blank"">
  Calculator estimativ pentru stocare inregistrari
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_HS-SSD-E100.pdf"" target=""_blank"">
  Certificat de conformitate HS-SSD-E100
</a></div></div></div>";HS-SSD-E100-1024G
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/fisa_tehnica_Camera_de_supraveghere_wireless_1080p_Full_HD_cu_proiector_LED_si_sirena_Laxihub_Floodlight_F1_c.pdf"" target=""_blank"">
  Ghid rapid pentru Laxihub Floodlight
</a></div></div></div>";F1-EU-NL
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Dahua_Network_Video_Recorder_User_s_Manual_V4.4.7.pdf"" target=""_blank"">
  Manual de utilizare NVR - EN
</a></div><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.mm.android.DMSS"" target=""_blank"">
  Descarca aplicatia DMSS - Android
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/dmss/id1493268178"" target=""_blank"">
  Descarca aplicatia DMSS - iOS
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_pentru_camere_IP_Dahua_DH-IPC.pdf"" target=""_blank"">
  Manual Utilizare EN pentru camere IP Dahua
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_IPC-HFW1431S1-0280B-S4_EN.pdf"" target=""_blank"">
  Fisa tehnica EN
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_IPC-HFW1431S1-0280B-S4_CE.pdf"" target=""_blank"">
  Certificat Confomitate IPC-HFW1431S1-0280B-S4
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/IPC-HFW1431S1-0280B-S4_CE.pdf"" target=""_blank"">
  Certificat de conformitate CE
</a></div></div></div>";IPC-HFW1431S1-0280B-S4
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://a2t.ro/c/m/s/calculator-hdd-stocare-camere-video"" target=""_blank"">
  Calculator stocare DVR
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_WD.pdf"" target=""_blank"">
  Certificat de conformitate WD
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_HDD_WD23PURZ.pdf"" target=""_blank"">
  Fisa tehnica HDD WD23PURZ
</a></div></div></div>";WD23PURZ
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa-tehnica-IPC-HFW1239S-A-LED-S5.pdf"" target=""_blank"">
  Fisa tehnica IPC-HFW1239S-A-LED-S5
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_IPC-HFW1239S-A-LED-S5.pdf"" target=""_blank"">
  Declaratie de conformitate IPC-HFW1239S-A-LED-S5
</a></div></div></div>";IPC-HFW1239S-A-LED-S5
;SW0504POE-65-O
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_pentru_TL-PA4010PKIT.pdf"" target=""_blank"">
  Fisa tehnica pentru TL-PA4010PKIT
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_pentru_TL-PA4010PKIT.pdf"" target=""_blank"">
  Declaratie de conformitate pentru TL-PA4010PKIT
</a></div></div></div>";TL-PA4010PKIT
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/fisa_tehnica_pentru_L41G-2axD.pdf"" target=""_blank"">
  fisa tehnica pentru L41G-2axD
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/declaratie_de_conformitate_pentru_L41G-2axD.pdf"" target=""_blank"">
  declaratie de conformitate pentru L41G-2axD
</a></div></div></div>";L41G-2axD
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_camere_de_supraveghere_IP_Hikvision_in_Limba_Romana.pdf"" target=""_blank"">
  Manual de utilizare Camere IP Hikvision in Romana
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_DS-2CD1123G0E-I_4mm_C_.pdf"" target=""_blank"">
  Certificat de conformitate DS-2CD1123G0E-I(4mm)(C)
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_DS-2CD1123G0E-I.pdf"" target=""_blank"">
  Fisa tehnica DS-2CD1123G0E-I(4mm)(C)
</a></div></div></div>";DS-2CD1123G0E-I(4mm)(C)
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_Camera_Full_HD_2MP_Hikvision_DS-2CD1123G0E-I_C_.pdf"" target=""_blank"">
  Fisa tehnica Camera Full HD 2MP Hikvision DS-2CD1123G0E-I(C)
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certifica_tde_conformitate_DS-2CD1123G0E-I_2.8mm_C_.pdf"" target=""_blank"">
  Certifica tde conformitate DS-2CD1123G0E-I(2.8mm)(C)
</a></div></div></div>";DS-2CD1123G0E-I(2.8mm)(C)
